# legendlabel: Fit Exponential
# description: 
# m=0.948779610330041, tau=19.01909369456241[steps]
# fitrange: 1 <= k <= 1500[1.0steps]
# function: $A e^{-k/\tau}$
# 	with parameters:
# 		tau = 19.01909369456241
# 		A = 0.526029871079644
# 
# legendlabel: Fit Exp+Offset
# description: 
# m=0.9491954703949417, tau=19.178939454092088[steps]
# fitrange: 1 <= k <= 1500[1.0steps]
# function: $A e^{-k/\tau} + O$
# 	with parameters:
# 		tau = 19.178939454092088
# 		A = 0.5262672471663292
# 		O = -0.0012240836529710914
# 
# legendlabel: Fit Complex
# description: 
# m=0.9831584989242645, tau=58.875714668907875[steps]
# fitrange: 1 <= k <= 1500[1.0steps]
# function: $A e^{-k/\tau} + B e^{-(k/\tau_{osc})^\gamma} \cos(2 \pi \nu k) + C e^{-(k/\tau_{gs})^2} + O$
# 	with parameters:
# 		tau = 58.875714668907875
# 		A = 0.0940495005580624
# 		O = -0.0017189261654161165
# 		tauosc = 5.000000033303077
# 		B = 0.3969196685907876
# 		gamma = 0.37637235182005246
# 		nu = 0.004658922811668233
# 		taugs = 18.587653403858884
# 		C = 0.1832837795149349
# 
# 1_steps[1steps]	2_coefficients	3_stderrs
3.520000000000000000e+02	-2.930545542746150218e-03	9.271937312086239724e-03
3.530000000000000000e+02	-3.181473012305068189e-03	8.506382803328242301e-03
3.540000000000000000e+02	-5.209257725267529317e-03	7.588212441387262239e-03
3.550000000000000000e+02	-2.632776737666653755e-03	8.192233825390094967e-03
3.560000000000000000e+02	-2.899311479755435367e-03	8.313649098010869598e-03
3.570000000000000000e+02	-4.039793921071779467e-03	6.881522558271935784e-03
3.580000000000000000e+02	-3.166554319836771460e-03	6.595803015663979571e-03
3.590000000000000000e+02	-2.506135207124643438e-03	5.991587882234423144e-03
3.600000000000000000e+02	3.933823330451902307e-03	5.120705161259292079e-03
3.610000000000000000e+02	-4.460343474992432941e-04	7.894744522459466729e-03
3.620000000000000000e+02	7.115104394006912299e-04	6.863009851613901570e-03
3.630000000000000000e+02	-3.190893421934878731e-03	6.424886759461989269e-03
3.640000000000000000e+02	-5.083522899313437995e-04	6.901568142866492360e-03
3.650000000000000000e+02	-2.236916822311715066e-03	6.560658271747139142e-03
3.660000000000000000e+02	-1.266521028502279583e-03	6.684630862137156369e-03
3.670000000000000000e+02	1.595213560005051502e-03	7.164276966484861564e-03
3.680000000000000000e+02	-1.348498581423440701e-03	7.218475343213640039e-03
3.690000000000000000e+02	-1.801396919989066512e-03	7.492437158093408385e-03
3.700000000000000000e+02	1.493805321480402154e-03	7.209087413258784272e-03
3.710000000000000000e+02	1.943976425217006825e-03	7.391012931685710975e-03
3.720000000000000000e+02	8.872578067543733949e-04	5.978488443164921111e-03
3.730000000000000000e+02	1.559509524379283857e-03	6.726059870400795219e-03
3.740000000000000000e+02	4.301610447846697209e-03	7.241708969057292222e-03
3.750000000000000000e+02	-1.160320189007136822e-03	6.823089435471299709e-03
3.760000000000000000e+02	-2.394153413546834357e-03	7.399889278164025440e-03
3.770000000000000000e+02	-2.564839512028137519e-03	6.818209709392754163e-03
3.780000000000000000e+02	1.082321138608565835e-03	7.668871605654466531e-03
3.790000000000000000e+02	-1.178481108034768544e-04	7.708382133990641233e-03
3.800000000000000000e+02	-1.399610685396498588e-03	7.277984649032473094e-03
3.810000000000000000e+02	5.638086713989512531e-04	7.737673543177512984e-03
3.820000000000000000e+02	6.627769625004902368e-04	6.436812324474746640e-03
3.830000000000000000e+02	2.833408674231563959e-04	7.668127110332666023e-03
3.840000000000000000e+02	2.730564696934066442e-03	6.172761630315421952e-03
3.850000000000000000e+02	2.423850633076982293e-03	6.526038544505820271e-03
3.860000000000000000e+02	1.078868904305664827e-03	7.171778556427460712e-03
3.870000000000000000e+02	-2.404108209403111565e-04	6.258816388227109694e-03
3.880000000000000000e+02	2.489900706546443391e-04	7.501188125112483521e-03
3.890000000000000000e+02	-9.883091942605348908e-04	6.705802971366778102e-03
3.900000000000000000e+02	-1.466098659213866100e-03	6.461266072187094207e-03
3.910000000000000000e+02	-1.301178527664171311e-03	6.314958335128496858e-03
3.920000000000000000e+02	-3.167249887979980364e-03	6.145953647577869806e-03
3.930000000000000000e+02	-3.178645053638672838e-03	7.111181569237171561e-03
3.940000000000000000e+02	-1.054248180919320575e-03	5.907559550279142292e-03
3.950000000000000000e+02	-3.771297335042182210e-03	6.737286122306971291e-03
3.960000000000000000e+02	-5.427816644322425079e-04	6.441290355030244476e-03
3.970000000000000000e+02	-2.251109316108680734e-03	5.859174916873213616e-03
3.980000000000000000e+02	-2.269538809465535163e-03	6.127422118184921475e-03
3.990000000000000000e+02	-5.521476084459906938e-03	7.752512125995572080e-03
4.000000000000000000e+02	-6.871386659498730960e-03	7.335513999557874074e-03
4.010000000000000000e+02	-3.098116254470401933e-03	7.199416075213072030e-03
4.020000000000000000e+02	-2.440358826801408698e-03	7.252219611333866195e-03
4.030000000000000000e+02	-6.108952745399472140e-03	6.769618587308953890e-03
4.040000000000000000e+02	-6.177982063105423929e-03	7.841665219923230068e-03
4.050000000000000000e+02	-2.714971109177670427e-03	8.508910837202699265e-03
4.060000000000000000e+02	-2.437436190141307503e-03	7.083289389176494408e-03
4.070000000000000000e+02	-2.143623549179338064e-04	6.862812808736108716e-03
4.080000000000000000e+02	-1.255183625528972363e-04	7.422726742718785062e-03
4.090000000000000000e+02	-1.081815639843858963e-03	6.908669043721204703e-03
4.100000000000000000e+02	-1.256867680969352575e-03	6.845817148080786049e-03
4.110000000000000000e+02	1.072817245983083510e-03	6.260916229985515925e-03
4.120000000000000000e+02	1.892118467598416618e-04	7.948191034818950090e-03
4.130000000000000000e+02	8.906405782263433497e-05	7.421049903100070295e-03
4.140000000000000000e+02	7.731332710789101453e-04	7.148879375152090293e-03
4.150000000000000000e+02	1.905186339539322125e-03	6.314490802525054083e-03
4.160000000000000000e+02	2.911389573229370559e-03	6.697301474846204146e-03
4.170000000000000000e+02	3.426280545465695913e-03	6.188840739952146570e-03
4.180000000000000000e+02	-7.422794737424499856e-04	6.947636678991111689e-03
4.190000000000000000e+02	2.513033985338077644e-03	6.887854416484908739e-03
4.200000000000000000e+02	1.003173007291463439e-03	6.488206348917874462e-03
4.210000000000000000e+02	5.040904124838213249e-03	6.281062997087739214e-03
4.220000000000000000e+02	2.892649663069552131e-03	7.677422580528820047e-03
4.230000000000000000e+02	-9.852439380134182540e-04	7.416395931182133243e-03
4.240000000000000000e+02	6.960346929044645969e-04	9.051364279988084044e-03
4.250000000000000000e+02	-2.990093613652781458e-03	9.018198417681868098e-03
4.260000000000000000e+02	-4.297018132581667538e-03	8.649574838182516601e-03
4.270000000000000000e+02	-3.901881967256160206e-04	8.184746175925558531e-03
4.280000000000000000e+02	3.032494266881718384e-04	8.242386112691324138e-03
4.290000000000000000e+02	-2.936053243226895756e-03	9.131252561228547435e-03
4.300000000000000000e+02	-3.831017489740675026e-03	8.368628863702740756e-03
4.310000000000000000e+02	-2.637504261605149586e-03	8.450231786176829255e-03
4.320000000000000000e+02	-5.322402506324682217e-03	8.481354454327716050e-03
4.330000000000000000e+02	-9.031869093981853211e-03	8.845605948092239573e-03
4.340000000000000000e+02	-4.102016938367707317e-03	8.084992178261574819e-03
4.350000000000000000e+02	-1.104979823351285619e-02	7.750703942394018137e-03
4.360000000000000000e+02	-1.041596079962713375e-02	7.360271186373427803e-03
4.370000000000000000e+02	-9.346982557080555504e-03	8.577263861152040203e-03
4.380000000000000000e+02	-8.635592874007344891e-03	7.315803457610299543e-03
4.390000000000000000e+02	-7.566146292172663823e-03	6.937944311855322524e-03
4.400000000000000000e+02	-9.096230535277059076e-03	7.126876309810913773e-03
4.410000000000000000e+02	-9.314175639013386535e-03	6.505591024784134618e-03
4.420000000000000000e+02	-7.194242708917282514e-03	6.475682429214411374e-03
4.430000000000000000e+02	-5.154530413044497092e-03	5.941956642164201996e-03
4.440000000000000000e+02	-7.905626854671634479e-03	5.937962615213063407e-03
4.450000000000000000e+02	-8.346798592069701317e-03	5.199360432141401749e-03
4.460000000000000000e+02	-9.107556235115622442e-03	5.765152344829800081e-03
4.470000000000000000e+02	-8.979648686983856751e-03	5.532036569509814032e-03
4.480000000000000000e+02	-7.328459342298175756e-03	5.246002873096331821e-03
4.490000000000000000e+02	-9.310942776422434161e-03	5.410946271684963400e-03
4.500000000000000000e+02	-7.196022952696476231e-03	4.962135125538814050e-03
4.510000000000000000e+02	-7.574481702779503958e-03	5.014990083466488481e-03
4.520000000000000000e+02	-7.247629413223828643e-03	5.147549585560498055e-03
4.530000000000000000e+02	-8.763392767674212450e-03	5.419022008223486030e-03
4.540000000000000000e+02	-6.643343822696938690e-03	6.096850176512294377e-03
4.550000000000000000e+02	-8.303060730008072349e-03	6.203915717713686176e-03
4.560000000000000000e+02	-7.670795178778315286e-03	5.565488508441319808e-03
4.570000000000000000e+02	-1.069295320439108202e-02	5.309109378211567323e-03
4.580000000000000000e+02	-5.458462925553628393e-03	4.887480111993514759e-03
4.590000000000000000e+02	-7.058046314387488376e-03	5.435199051580979004e-03
4.600000000000000000e+02	-6.995509890477123911e-03	4.809537779110136663e-03
4.610000000000000000e+02	-6.146736229896030031e-03	6.977356684034385220e-03
4.620000000000000000e+02	-6.660284408763848980e-03	5.662871348334934558e-03
4.630000000000000000e+02	-7.513019895129101171e-03	6.866748457147292886e-03
4.640000000000000000e+02	-5.725663998647025944e-03	6.523502950688613369e-03
4.650000000000000000e+02	-5.822590067018346485e-03	6.147144442078973474e-03
4.660000000000000000e+02	-8.886275044100075057e-03	6.280425464013541202e-03
4.670000000000000000e+02	-9.543619279520191429e-03	5.391440048084249204e-03
4.680000000000000000e+02	-7.252120823915029005e-03	6.568305536864703711e-03
4.690000000000000000e+02	-1.156899436311363896e-02	5.517343461765988367e-03
4.700000000000000000e+02	-7.102005196310975932e-03	6.040118918810595018e-03
4.710000000000000000e+02	-8.222958786062597655e-03	6.052626250421486685e-03
4.720000000000000000e+02	-1.034177191495714090e-02	5.581152230947617615e-03
4.730000000000000000e+02	-9.738785976814929093e-03	5.692232144403216142e-03
4.740000000000000000e+02	-1.050138898944322219e-02	6.341857308712893146e-03
4.750000000000000000e+02	-7.880207253816462823e-03	6.981178712209471296e-03
4.760000000000000000e+02	-1.036041072389603038e-02	6.247568994986462364e-03
4.770000000000000000e+02	-8.631089218915144468e-03	6.103671194889905179e-03
4.780000000000000000e+02	-9.339324079332080378e-03	4.767435453416099360e-03
4.790000000000000000e+02	-6.528873725410047277e-03	6.189365654458314422e-03
4.800000000000000000e+02	-6.210615387305476812e-03	6.906048766121917343e-03
4.810000000000000000e+02	-4.853569143583128312e-03	7.439537144218169931e-03
4.820000000000000000e+02	-7.477808862665619345e-03	7.255396152155367193e-03
4.830000000000000000e+02	-7.332001670064505934e-03	5.870472213693946929e-03
4.840000000000000000e+02	-4.768939254722354137e-03	6.269934405908682978e-03
4.850000000000000000e+02	-5.707768743880808730e-03	5.454402226851989138e-03
4.860000000000000000e+02	-6.897257145981499846e-03	6.384767381918995087e-03
4.870000000000000000e+02	-5.255172847112010541e-03	6.653545056261350905e-03
4.880000000000000000e+02	-6.956205056003373841e-03	6.280576468362036174e-03
4.890000000000000000e+02	-4.853656711465709726e-03	7.062386592866919111e-03
4.900000000000000000e+02	-5.408736095126199378e-03	6.917078990190093229e-03
4.910000000000000000e+02	-4.930965637255253602e-03	6.207801527557802769e-03
4.920000000000000000e+02	-4.545208949857576427e-05	7.743973419521707653e-03
4.930000000000000000e+02	-4.335051761331224981e-03	8.176490550098681684e-03
4.940000000000000000e+02	-2.474573775986736550e-03	7.555202256611313373e-03
4.950000000000000000e+02	1.356898724406451102e-03	7.670975562770569744e-03
4.960000000000000000e+02	1.113148316778327530e-03	7.875379919656123884e-03
4.970000000000000000e+02	3.278032374104167842e-04	8.441400824864489158e-03
4.980000000000000000e+02	1.061976439686084916e-03	9.342450757853431459e-03
4.990000000000000000e+02	1.454693677097751089e-03	9.319175348923737848e-03
5.000000000000000000e+02	1.007452169758749853e-03	8.521681544872494046e-03
5.010000000000000000e+02	5.761580648060723661e-03	1.012974899285781251e-02
5.020000000000000000e+02	3.259136168134118324e-03	9.642527119808234209e-03
5.030000000000000000e+02	1.661670402759755309e-03	9.448634069811782249e-03
5.040000000000000000e+02	4.825394613138483772e-03	9.191853479128389570e-03
5.050000000000000000e+02	5.960431164845232492e-03	9.255321102046246834e-03
5.060000000000000000e+02	6.044060452082966953e-03	9.817836604737376419e-03
5.070000000000000000e+02	1.953110449444509693e-03	8.693391184179300249e-03
5.080000000000000000e+02	-1.115199545944619685e-03	8.632629110071614320e-03
5.090000000000000000e+02	3.864707919319399030e-03	8.159592357750948891e-03
5.100000000000000000e+02	1.347350532413138947e-03	7.953007238704269677e-03
5.110000000000000000e+02	-1.764869748727901434e-05	8.313680428305702044e-03
5.120000000000000000e+02	6.177361172935996389e-03	7.931628040367856222e-03
5.130000000000000000e+02	6.129436452237745775e-03	6.129305657944767068e-03
5.140000000000000000e+02	2.557797873028514607e-03	8.041778468130042837e-03
5.150000000000000000e+02	7.085132836694802913e-03	8.261941297233085443e-03
5.160000000000000000e+02	4.504398188847061855e-03	8.169564126635072907e-03
5.170000000000000000e+02	8.988701774217436671e-03	8.050144570574038067e-03
5.180000000000000000e+02	7.330868971039433690e-03	7.473299003248219489e-03
5.190000000000000000e+02	5.204460794895853296e-03	8.603011595576285156e-03
5.200000000000000000e+02	1.138405677783905015e-02	8.730951680874206658e-03
5.210000000000000000e+02	8.858376760635684050e-03	7.674810725782266543e-03
5.220000000000000000e+02	1.093789239955477929e-02	7.490232551007956589e-03
5.230000000000000000e+02	4.565681516662395412e-03	8.112747914634080293e-03
5.240000000000000000e+02	1.057484689363968541e-02	8.090840980294880178e-03
5.250000000000000000e+02	5.473597669134037426e-03	6.839771106053685497e-03
5.260000000000000000e+02	5.791372555189007107e-03	7.404918969231547368e-03
5.270000000000000000e+02	6.346500307693241257e-03	7.148230039837724474e-03
5.280000000000000000e+02	6.273745256341838224e-03	7.477693552325268521e-03
5.290000000000000000e+02	6.026679166543183822e-03	6.573572194896310644e-03
5.300000000000000000e+02	4.493333227034600717e-03	7.343825046072068041e-03
5.310000000000000000e+02	7.456550834558118949e-03	6.045490078228093860e-03
5.320000000000000000e+02	8.558968239312271520e-03	6.555031705059764270e-03
5.330000000000000000e+02	7.801828671702193234e-03	7.900833660477609571e-03
5.340000000000000000e+02	8.803161489920351135e-03	5.450143905651089020e-03
5.350000000000000000e+02	7.329620722774115096e-03	6.648067678162894456e-03
5.360000000000000000e+02	6.943806044569744880e-03	5.321051385362370739e-03
5.370000000000000000e+02	4.876216990409572988e-03	7.563139558483687221e-03
5.380000000000000000e+02	6.612788282916545746e-03	7.152393258848844214e-03
5.390000000000000000e+02	5.763910916635779993e-03	8.102247431312912390e-03
5.400000000000000000e+02	5.878508164517261096e-03	6.701877025245397100e-03
5.410000000000000000e+02	5.027612187268121896e-03	7.579246551449626834e-03
5.420000000000000000e+02	6.363644913921015153e-03	7.027612046403997753e-03
5.430000000000000000e+02	2.612840942297131770e-03	8.203837345211901014e-03
5.440000000000000000e+02	1.712714168859530038e-03	8.194226982340502979e-03
5.450000000000000000e+02	4.064810471691909571e-04	7.040680369836580313e-03
5.460000000000000000e+02	9.999840433968590087e-04	8.116769811670277238e-03
5.470000000000000000e+02	4.072812055981150578e-03	8.074722239736811455e-03
5.480000000000000000e+02	3.325784031543072006e-03	7.546768112438025609e-03
5.490000000000000000e+02	4.551562060419343456e-03	7.189585577853474345e-03
5.500000000000000000e+02	4.684841530182198843e-03	7.339375142017773822e-03
5.510000000000000000e+02	7.062454608904846160e-04	7.503658249010509117e-03
5.520000000000000000e+02	4.423355617586900365e-03	7.013660884747150229e-03
5.530000000000000000e+02	2.792023420458765275e-03	6.902733911385280051e-03
5.540000000000000000e+02	1.008507065934009187e-03	7.131554471610165868e-03
5.550000000000000000e+02	4.209151473402507684e-03	7.313219513021864716e-03
5.560000000000000000e+02	2.200089830393245609e-03	6.802818699797311651e-03
5.570000000000000000e+02	1.512538434750023428e-03	7.092625088904284079e-03
5.580000000000000000e+02	4.183523909930026916e-03	6.801177834614120267e-03
5.590000000000000000e+02	5.926305942167514780e-03	5.818149959842471020e-03
5.600000000000000000e+02	3.586537309493275510e-03	6.510438568750638935e-03
5.610000000000000000e+02	6.213981651847196377e-03	8.214030253325335304e-03
5.620000000000000000e+02	4.838396047371754105e-03	8.546855738958854948e-03
5.630000000000000000e+02	3.626281294063186857e-03	7.931442226753505215e-03
5.640000000000000000e+02	3.587958622099157811e-03	9.794728934394699577e-03
5.650000000000000000e+02	1.835631137849475653e-03	9.033878950789489201e-03
5.660000000000000000e+02	3.241117944162336703e-04	9.403110894184579793e-03
5.670000000000000000e+02	-2.786569259274332064e-03	9.491140152397671212e-03
5.680000000000000000e+02	-1.296016316087103201e-03	9.759621440898596720e-03
5.690000000000000000e+02	-3.400280976485459215e-03	8.770434863826732930e-03
5.700000000000000000e+02	-4.057647601623290412e-03	1.054328062985695862e-02
5.710000000000000000e+02	3.378626334778455633e-04	9.799957572289897528e-03
5.720000000000000000e+02	-3.142348826836731564e-03	9.689119210699821683e-03
5.730000000000000000e+02	-4.605061104910101793e-04	1.078553169517012730e-02
5.740000000000000000e+02	-1.041089190120658616e-03	1.082060082813260035e-02
5.750000000000000000e+02	-2.078426521045266366e-03	1.125223899628608956e-02
5.760000000000000000e+02	1.289653571737784049e-03	1.167496411563332184e-02
5.770000000000000000e+02	-4.727398710942430637e-03	1.191384503847533333e-02
5.780000000000000000e+02	-3.830851693738584942e-03	1.163967582375381032e-02
5.790000000000000000e+02	-5.440746923389611946e-03	1.155313986431419707e-02
5.800000000000000000e+02	-4.390783015433112786e-03	1.142530885303305599e-02
5.810000000000000000e+02	-4.486729278311856264e-03	1.156289297868940032e-02
5.820000000000000000e+02	-1.496364877339196545e-03	1.100768783670481171e-02
5.830000000000000000e+02	-1.678519776739150707e-03	1.043838946404870675e-02
5.840000000000000000e+02	-2.996054984940146968e-03	1.008553186017535803e-02
5.850000000000000000e+02	-3.589902090287432762e-03	9.546411981123681736e-03
5.860000000000000000e+02	-2.210475473677915408e-03	9.329351505013409179e-03
5.870000000000000000e+02	-1.779003437850071225e-03	8.965703339541050004e-03
5.880000000000000000e+02	-4.735298636711120441e-04	9.039434632594838329e-03
5.890000000000000000e+02	-3.131368945637705986e-04	7.814455706976983565e-03
5.900000000000000000e+02	4.976301481478664695e-04	8.761983127894982029e-03
5.910000000000000000e+02	-1.255305813946828736e-03	7.900899092685152378e-03
5.920000000000000000e+02	-7.205443685267230725e-04	9.241206674277276448e-03
5.930000000000000000e+02	-1.282102106612146436e-03	8.149623713935951960e-03
5.940000000000000000e+02	-3.248111157310215776e-03	8.430993382032349673e-03
5.950000000000000000e+02	-2.290561812941784188e-03	8.545940736275004640e-03
5.960000000000000000e+02	-2.102959374473369579e-03	8.628447471463390056e-03
5.970000000000000000e+02	-5.649447501459420144e-03	8.194879148392725590e-03
5.980000000000000000e+02	-3.484354592369233363e-03	8.356845653464223603e-03
5.990000000000000000e+02	-2.234700460006624860e-03	8.278370254983798138e-03
6.000000000000000000e+02	-9.137010220570739938e-04	7.883301207101674896e-03
6.010000000000000000e+02	-5.016601940220054030e-04	9.875783650655660384e-03
6.020000000000000000e+02	-4.377442078920301444e-04	8.418706478340358401e-03
6.030000000000000000e+02	2.467443791547337811e-03	7.824478938777005080e-03
6.040000000000000000e+02	-8.469105354867098590e-04	7.861587481815653089e-03
6.050000000000000000e+02	1.542990423636394354e-03	8.600586559318074836e-03
6.060000000000000000e+02	5.015009854910123556e-03	8.084988797062868382e-03
6.070000000000000000e+02	1.492199194298281283e-03	8.077917359629616448e-03
6.080000000000000000e+02	3.723737308014388701e-03	8.471430103884580037e-03
6.090000000000000000e+02	4.468131315658408452e-03	8.123427300113434876e-03
6.100000000000000000e+02	3.079288604609702919e-03	7.505959872452312200e-03
6.110000000000000000e+02	-1.359007445776368259e-03	8.975946415473268908e-03
6.120000000000000000e+02	2.380560311726107915e-03	8.490399017399801254e-03
6.130000000000000000e+02	3.836368286791478959e-04	9.468278696610843773e-03
6.140000000000000000e+02	2.152555492329385166e-03	8.163438362061108816e-03
6.150000000000000000e+02	4.692593108492426959e-03	9.098380897119451305e-03
6.160000000000000000e+02	1.693737675261478741e-03	8.510987336805818718e-03
6.170000000000000000e+02	1.481515738868018073e-03	9.013036710526660389e-03
6.180000000000000000e+02	1.533312170644554693e-03	9.168245031006282825e-03
6.190000000000000000e+02	2.923202338786132139e-03	9.252139603514905955e-03
6.200000000000000000e+02	3.305248642850086745e-03	8.954304249825203663e-03
6.210000000000000000e+02	3.929001480281593683e-03	8.751120059728051750e-03
6.220000000000000000e+02	2.643963539490037755e-03	8.328066800310911580e-03
6.230000000000000000e+02	1.732621569697294275e-03	9.552887347697545592e-03
6.240000000000000000e+02	2.291470998133699269e-03	9.439481216073327199e-03
6.250000000000000000e+02	2.998593907655865316e-03	8.916924705350019395e-03
6.260000000000000000e+02	5.049193332115696486e-03	8.377471898799906946e-03
6.270000000000000000e+02	6.401708440432955609e-03	9.181872716322817679e-03
6.280000000000000000e+02	3.824338654372104289e-03	1.021017746608831808e-02
6.290000000000000000e+02	4.927184053409893079e-03	9.255564120425439564e-03
6.300000000000000000e+02	3.479885350392528196e-03	1.004614928625699628e-02
6.310000000000000000e+02	4.495455722848604521e-03	9.668410671085455113e-03
6.320000000000000000e+02	3.284194143441272577e-03	9.470448592424336384e-03
6.330000000000000000e+02	3.520632806539488509e-03	8.947065485603429569e-03
6.340000000000000000e+02	8.249682317147052912e-04	1.091297867850573276e-02
6.350000000000000000e+02	-9.264034792454620137e-04	1.129176465484158474e-02
6.360000000000000000e+02	-3.647603632018707573e-04	9.935838872749768944e-03
6.370000000000000000e+02	-1.624361228563693527e-03	1.032317642673407330e-02
6.380000000000000000e+02	-5.693248879052620771e-04	1.049647334242440923e-02
6.390000000000000000e+02	-9.214332144196979652e-04	9.992328594999844507e-03
6.400000000000000000e+02	5.828809654161639254e-04	1.196939407572616444e-02
6.410000000000000000e+02	-5.091597312101989008e-03	1.095246799493840469e-02
6.420000000000000000e+02	-3.095925080039302248e-03	9.870862735723445053e-03
6.430000000000000000e+02	-2.591928550063027966e-03	1.008403531834505332e-02
6.440000000000000000e+02	-5.688805625908703242e-03	1.177186771410538429e-02
6.450000000000000000e+02	-1.008871378177615165e-02	9.739363493254136334e-03
6.460000000000000000e+02	-5.594763132793436830e-03	8.644349580339704200e-03
6.470000000000000000e+02	-5.892472607196974285e-03	9.868754824277580634e-03
6.480000000000000000e+02	-7.731655361758618325e-03	1.056249807939954599e-02
6.490000000000000000e+02	-9.399017393084890121e-03	1.085041059676604067e-02
6.500000000000000000e+02	-1.095491055789251690e-02	9.258553143021428997e-03
6.510000000000000000e+02	-9.640150481791920703e-03	9.126576106852702860e-03
6.520000000000000000e+02	-1.033908965917350840e-02	8.821656006676078729e-03
6.530000000000000000e+02	-9.212898445753524984e-03	9.098089587743211915e-03
6.540000000000000000e+02	-1.243867287146592678e-02	9.552895686899988761e-03
6.550000000000000000e+02	-1.179260837096529277e-02	9.100337603303742043e-03
6.560000000000000000e+02	-1.217057941465934066e-02	9.163399826207247606e-03
6.570000000000000000e+02	-1.551363341452948429e-02	8.010539818752878544e-03
6.580000000000000000e+02	-1.264151302804520163e-02	8.907548510781064521e-03
6.590000000000000000e+02	-1.443014018475372029e-02	7.902752796947031672e-03
6.600000000000000000e+02	-1.319694606844010708e-02	8.179310802923844131e-03
6.610000000000000000e+02	-1.175691883994765992e-02	7.401774652481862664e-03
6.620000000000000000e+02	-1.381895268505263855e-02	6.090356357837698603e-03
6.630000000000000000e+02	-1.100148188152519010e-02	7.207557427582281066e-03
6.640000000000000000e+02	-1.636760067633438384e-02	7.253598381921088495e-03
6.650000000000000000e+02	-1.322850569280269693e-02	7.054627527776461370e-03
6.660000000000000000e+02	-1.132138022106183792e-02	6.579383438637255270e-03
6.670000000000000000e+02	-1.294332841671302914e-02	6.759867247445068908e-03
6.680000000000000000e+02	-1.320437577149349492e-02	7.646241432965678736e-03
6.690000000000000000e+02	-1.515016274655267038e-02	6.733044915846054038e-03
6.700000000000000000e+02	-1.251417304561016144e-02	5.738747428146990723e-03
6.710000000000000000e+02	-1.174573145389444170e-02	6.538374664946050921e-03
6.720000000000000000e+02	-9.840427882733631532e-03	7.061889496512503001e-03
6.730000000000000000e+02	-1.316127380040631699e-02	6.412779858354993381e-03
6.740000000000000000e+02	-9.720499906351862118e-03	6.542444866277848624e-03
6.750000000000000000e+02	-8.636148152035371880e-03	6.386915979243027765e-03
6.760000000000000000e+02	-1.158965442272874048e-02	6.488608355916115032e-03
6.770000000000000000e+02	-6.857475265707993831e-03	6.630577955563072591e-03
6.780000000000000000e+02	-6.800095775790481259e-03	6.411293096546930373e-03
6.790000000000000000e+02	-7.391870310017374657e-03	7.049777934917224494e-03
6.800000000000000000e+02	-9.271796670871013807e-03	8.008229884753447977e-03
6.810000000000000000e+02	-5.546278540883309467e-03	6.738103442278716750e-03
6.820000000000000000e+02	-5.224199572212722201e-03	7.330659462621281347e-03
6.830000000000000000e+02	-3.662439137279641620e-03	7.744995999297158221e-03
6.840000000000000000e+02	-3.970175069095911551e-03	7.988208657785713165e-03
6.850000000000000000e+02	-2.017116293451482086e-03	7.974609654515085050e-03
6.860000000000000000e+02	-1.513999566949460283e-03	6.722559381043413315e-03
6.870000000000000000e+02	-3.310637484566129364e-03	6.777292201617605288e-03
6.880000000000000000e+02	-2.589119772254578396e-03	6.734431840472072939e-03
6.890000000000000000e+02	-5.125115418449495072e-03	7.487429215071151299e-03
6.900000000000000000e+02	-4.004245491218394112e-03	7.300595413966959671e-03
6.910000000000000000e+02	-1.767367333758714399e-03	8.215852861055437939e-03
6.920000000000000000e+02	8.369066399951785161e-05	6.800270381004985126e-03
6.930000000000000000e+02	1.863319930136573014e-03	7.112095804690748632e-03
6.940000000000000000e+02	3.199481943348218664e-03	7.201444324925434202e-03
6.950000000000000000e+02	1.822603374807461223e-03	7.239118423058910935e-03
6.960000000000000000e+02	3.168960860962178466e-03	7.771474495058137283e-03
6.970000000000000000e+02	2.570780916261004943e-03	6.595531491620112638e-03
6.980000000000000000e+02	5.517168832836147514e-03	6.634718481884897823e-03
6.990000000000000000e+02	3.496944265855302710e-03	6.208789473924221196e-03
7.000000000000000000e+02	3.393807625367694682e-03	6.388441927539250179e-03
7.010000000000000000e+02	2.107397018735224746e-03	6.079827195656744600e-03
7.020000000000000000e+02	-4.263184782677335968e-04	6.090787603211751666e-03
7.030000000000000000e+02	-1.358515780940125093e-03	5.580755077249734131e-03
7.040000000000000000e+02	1.478856642806975039e-04	5.605698885818052694e-03
7.050000000000000000e+02	-2.653415244469992974e-03	6.813458930671183883e-03
7.060000000000000000e+02	9.398022562857204004e-04	5.739274682449172632e-03
7.070000000000000000e+02	-4.616681575748904365e-03	6.767355379576412040e-03
7.080000000000000000e+02	-5.908843344606690834e-03	6.511178286391440355e-03
7.090000000000000000e+02	-4.712700164127704705e-03	7.316112649120698648e-03
7.100000000000000000e+02	-3.379269876005373992e-03	6.952289713569029771e-03
7.110000000000000000e+02	-1.804985032229638716e-03	6.747038725297045854e-03
7.120000000000000000e+02	-3.238449411578479646e-03	8.311021433034819841e-03
7.130000000000000000e+02	-7.645041597015500394e-03	7.289093432418902729e-03
7.140000000000000000e+02	-5.292566171764765022e-03	7.922180925397634410e-03
7.150000000000000000e+02	-6.966105818340109432e-03	8.873273695681530709e-03
7.160000000000000000e+02	-9.573597271752935789e-03	7.513507931859964191e-03
