# legendlabel: $A e^{-k/\tau}$
# description: 
# m=0.9938337072239355, tau=646.6859173971507[ms]
# fitrange: 1 <= k <= 5000[4.0ms]
# function: $A e^{-k/\tau}$
# 	with parameters:
# 		tau = 646.6859173971507
# 		A = 0.9692993494176645
# 
# legendlabel: $A e^{-k/\tau} + O$
# description: 
# m=0.994261478039535, tau=695.0416806050425[ms]
# fitrange: 1 <= k <= 2999[4.0ms]
# function: $A e^{-k/\tau} + O$
# 	with parameters:
# 		tau = 695.0416806050425
# 		A = 0.9901016772895169
# 		O = -0.024830960041080253
# 
# 1_steps[4.0ms]	2_coefficients	3_stderrs	4_coefficients	5_stderrs
2.562000000000000000e+03	-3.637541651228982931e-02	3.545933148206149854e-02	nan	nan
2.563000000000000000e+03	-3.671339609408952320e-02	3.535426136984324424e-02	nan	nan
2.564000000000000000e+03	-3.711360033069945052e-02	3.525104468807612607e-02	nan	nan
2.565000000000000000e+03	-3.736902705423821719e-02	3.523033799400631522e-02	nan	nan
2.566000000000000000e+03	-3.775996004271005291e-02	3.511420803728820816e-02	nan	nan
2.567000000000000000e+03	-3.821112582921404321e-02	3.512325143800106020e-02	nan	nan
2.568000000000000000e+03	-3.858919265629837114e-02	3.484964148538415712e-02	nan	nan
2.569000000000000000e+03	-3.919619853865775883e-02	3.467955165214962193e-02	nan	nan
2.570000000000000000e+03	-3.986399488829634602e-02	3.450094140842446117e-02	nan	nan
2.571000000000000000e+03	-4.021921072499941296e-02	3.445330066456618601e-02	nan	nan
2.572000000000000000e+03	-4.148303757508437634e-02	3.420238452971621074e-02	nan	nan
2.573000000000000000e+03	-4.187099423458660874e-02	3.404002416425575689e-02	nan	nan
2.574000000000000000e+03	-4.258527880351649364e-02	3.394908124964669816e-02	nan	nan
2.575000000000000000e+03	-4.341346970872570626e-02	3.383475446494346034e-02	nan	nan
2.576000000000000000e+03	-4.383335793990907059e-02	3.349396765154946665e-02	nan	nan
2.577000000000000000e+03	-4.468206054161988350e-02	3.339548481431398042e-02	nan	nan
2.578000000000000000e+03	-4.420987793085075224e-02	3.339500495702974608e-02	nan	nan
2.579000000000000000e+03	-4.523824436977882946e-02	3.317816705016631701e-02	nan	nan
2.580000000000000000e+03	-4.568556370177011966e-02	3.322602200095190611e-02	nan	nan
2.581000000000000000e+03	-4.617514932840315056e-02	3.320806159277089886e-02	nan	nan
2.582000000000000000e+03	-4.688442482715420717e-02	3.291009923548646882e-02	nan	nan
2.583000000000000000e+03	-4.725050537300839321e-02	3.284584380472286430e-02	nan	nan
2.584000000000000000e+03	-4.819200998235714795e-02	3.268501358752239766e-02	nan	nan
2.585000000000000000e+03	-4.831352233663849943e-02	3.280260209987576059e-02	nan	nan
2.586000000000000000e+03	-4.923758043656670247e-02	3.257856566224728856e-02	nan	nan
2.587000000000000000e+03	-4.935775814523214733e-02	3.256609604503650501e-02	nan	nan
2.588000000000000000e+03	-4.994366586888082660e-02	3.242249533680247736e-02	nan	nan
2.589000000000000000e+03	-5.035598120324628196e-02	3.236177750186913782e-02	nan	nan
2.590000000000000000e+03	-5.060141681077941211e-02	3.234078526708918794e-02	nan	nan
2.591000000000000000e+03	-5.100298127970392947e-02	3.238829785673949524e-02	nan	nan
2.592000000000000000e+03	-5.092800444624585865e-02	3.240088931446123699e-02	nan	nan
2.593000000000000000e+03	-5.133557284417374772e-02	3.244680279051145172e-02	nan	nan
2.594000000000000000e+03	-5.158337209022495484e-02	3.228480334865999751e-02	nan	nan
2.595000000000000000e+03	-5.208407750189417845e-02	3.220078221385382772e-02	nan	nan
2.596000000000000000e+03	-5.235693024860665901e-02	3.228047823684482981e-02	nan	nan
2.597000000000000000e+03	-5.274152742570028390e-02	3.214787140701544366e-02	nan	nan
2.598000000000000000e+03	-5.261495561785765884e-02	3.237724517218790177e-02	nan	nan
2.599000000000000000e+03	-5.350292104186009368e-02	3.221561123693185424e-02	nan	nan
2.600000000000000000e+03	-5.330443007568010094e-02	3.217220529978570553e-02	nan	nan
2.601000000000000000e+03	-5.405192270288291384e-02	3.221823654532236791e-02	-5.618093337453170660e-02	3.382205702958557270e-02
2.602000000000000000e+03	-5.403082117408494062e-02	3.212178948399989353e-02	nan	nan
2.603000000000000000e+03	-5.471828794476326502e-02	3.211628609249235489e-02	nan	nan
2.604000000000000000e+03	-5.542584333092252791e-02	3.172453983983795217e-02	nan	nan
2.605000000000000000e+03	-5.550573021654122557e-02	3.191104251465012864e-02	nan	nan
2.606000000000000000e+03	-5.593852942013818191e-02	3.179374558867777145e-02	nan	nan
2.607000000000000000e+03	-5.656404068935871887e-02	3.175354156530044158e-02	nan	nan
2.608000000000000000e+03	-5.672104441894842974e-02	3.153398020735766194e-02	nan	nan
2.609000000000000000e+03	-5.690496561459819358e-02	3.151226530441407492e-02	nan	nan
2.610000000000000000e+03	-5.776065528531205973e-02	3.140718343661669937e-02	nan	nan
2.611000000000000000e+03	-5.741769635722741849e-02	3.148708332336481314e-02	nan	nan
2.612000000000000000e+03	-5.796098064058795296e-02	3.112460807457619744e-02	nan	nan
2.613000000000000000e+03	-5.815595706925432568e-02	3.103252911605686518e-02	nan	nan
2.614000000000000000e+03	-5.818756204846484842e-02	3.100929177023069999e-02	nan	nan
2.615000000000000000e+03	-5.858239198028054873e-02	3.085031224649184209e-02	nan	nan
2.616000000000000000e+03	-5.869135847383796095e-02	3.084659367447717404e-02	nan	nan
2.617000000000000000e+03	-5.915541911800290681e-02	3.063066698897266849e-02	nan	nan
2.618000000000000000e+03	-5.938136793283826931e-02	3.058745495463125949e-02	nan	nan
2.619000000000000000e+03	-5.957777111817156440e-02	3.056101864155226500e-02	nan	nan
2.620000000000000000e+03	-6.026416956970338801e-02	3.038147579981609336e-02	nan	nan
2.621000000000000000e+03	-6.076705237783530666e-02	3.035311728440178575e-02	nan	nan
2.622000000000000000e+03	-6.163369227121753141e-02	3.002046571799185659e-02	nan	nan
2.623000000000000000e+03	-6.177003329463419401e-02	2.998082894183946856e-02	nan	nan
2.624000000000000000e+03	-6.254885972090874768e-02	2.999074050959151666e-02	nan	nan
2.625000000000000000e+03	-6.277629540752417692e-02	2.994749158261679478e-02	nan	nan
2.626000000000000000e+03	-6.315316972467124867e-02	2.982941292768412356e-02	nan	nan
2.627000000000000000e+03	-6.407897310312513084e-02	2.971043553254659048e-02	nan	nan
2.628000000000000000e+03	-6.475748933570965593e-02	2.969272809604435459e-02	nan	nan
2.629000000000000000e+03	-6.512546784499970154e-02	2.953338412757106068e-02	nan	nan
2.630000000000000000e+03	-6.549477009275715689e-02	2.955588144603430931e-02	nan	nan
2.631000000000000000e+03	-6.571669938466739858e-02	2.948987193420178274e-02	nan	nan
2.632000000000000000e+03	-6.653182373754019940e-02	2.940379570814267637e-02	nan	nan
2.633000000000000000e+03	-6.663159033682641841e-02	2.922665916315359685e-02	nan	nan
2.634000000000000000e+03	-6.740594268616320606e-02	2.920833833146449857e-02	nan	nan
2.635000000000000000e+03	-6.828018841204225309e-02	2.901918086989612247e-02	nan	nan
2.636000000000000000e+03	-6.855092379792808444e-02	2.871827481111211694e-02	nan	nan
2.637000000000000000e+03	-6.932871172480158106e-02	2.884137551613049147e-02	nan	nan
2.638000000000000000e+03	-7.027383849984410180e-02	2.856322341541702239e-02	nan	nan
2.639000000000000000e+03	-7.106293123491200237e-02	2.848360024102874338e-02	nan	nan
2.640000000000000000e+03	-7.104259505811863495e-02	2.825546993577487606e-02	nan	nan
2.641000000000000000e+03	-7.190598927441048394e-02	2.800240346697458263e-02	nan	nan
2.642000000000000000e+03	-7.183268002545012409e-02	2.796704564661098985e-02	nan	nan
2.643000000000000000e+03	-7.296355198974149858e-02	2.781643543171519878e-02	nan	nan
2.644000000000000000e+03	-7.338233706920137267e-02	2.761783062561180835e-02	nan	nan
2.645000000000000000e+03	-7.359121072921423479e-02	2.773812139920221742e-02	nan	nan
2.646000000000000000e+03	-7.433979133336253431e-02	2.743068032551022883e-02	nan	nan
2.647000000000000000e+03	-7.482027544118170781e-02	2.729736497095465453e-02	nan	nan
2.648000000000000000e+03	-7.528952818271997249e-02	2.711994213161958087e-02	nan	nan
2.649000000000000000e+03	-7.549326598423040935e-02	2.706822257500569873e-02	nan	nan
2.650000000000000000e+03	-7.563566991170191101e-02	2.681176502993082300e-02	nan	nan
2.651000000000000000e+03	-7.675494745994201895e-02	2.660099835469075663e-02	nan	nan
2.652000000000000000e+03	-7.709277779828031807e-02	2.633460496934567074e-02	nan	nan
2.653000000000000000e+03	-7.728605153659329208e-02	2.615569660440548311e-02	nan	nan
2.654000000000000000e+03	-7.769300899068336264e-02	2.599999557849649173e-02	nan	nan
2.655000000000000000e+03	-7.815968853706431463e-02	2.578493046546532358e-02	nan	nan
2.656000000000000000e+03	-7.841928750105411905e-02	2.567898350771389074e-02	nan	nan
2.657000000000000000e+03	-7.884113534571790538e-02	2.528444055426917747e-02	nan	nan
2.658000000000000000e+03	-7.991694229468435107e-02	2.499097802383088915e-02	nan	nan
2.659000000000000000e+03	-8.028229962290643618e-02	2.477111098295214225e-02	nan	nan
2.660000000000000000e+03	-8.081912866652264660e-02	2.444043100272257768e-02	nan	nan
2.661000000000000000e+03	-8.084445718667675196e-02	2.435746269431280850e-02	nan	nan
2.662000000000000000e+03	-8.134769952053796938e-02	2.417482843007867990e-02	nan	nan
2.663000000000000000e+03	-8.165449263497605303e-02	2.388423654224923129e-02	nan	nan
2.664000000000000000e+03	-8.198500839877100044e-02	2.367428098804687936e-02	nan	nan
2.665000000000000000e+03	-8.241043455249165428e-02	2.349047808609691299e-02	nan	nan
2.666000000000000000e+03	-8.244237389473779709e-02	2.322093289603041621e-02	nan	nan
2.667000000000000000e+03	-8.336614605199188510e-02	2.302157679325669143e-02	nan	nan
2.668000000000000000e+03	-8.404771090731662231e-02	2.274023390604785685e-02	nan	nan
2.669000000000000000e+03	-8.403756312488223912e-02	2.235660488316779798e-02	nan	nan
2.670000000000000000e+03	-8.449772769296275132e-02	2.200754669551724385e-02	nan	nan
2.671000000000000000e+03	-8.461203246876955464e-02	2.209235527769725857e-02	nan	nan
2.672000000000000000e+03	-8.568824203904837344e-02	2.164227315349308289e-02	nan	nan
2.673000000000000000e+03	-8.563498857654260055e-02	2.168209961675286387e-02	nan	nan
2.674000000000000000e+03	-8.611308709649577453e-02	2.139910805770121535e-02	nan	nan
2.675000000000000000e+03	-8.659684391311155138e-02	2.114757426556574532e-02	nan	nan
2.676000000000000000e+03	-8.664791990653318565e-02	2.104533376885558971e-02	nan	nan
2.677000000000000000e+03	-8.683938545627598038e-02	2.092579111614494350e-02	nan	nan
2.678000000000000000e+03	-8.727501926797584519e-02	2.059273965411206886e-02	nan	nan
2.679000000000000000e+03	-8.746794364132937094e-02	2.058680973990341390e-02	nan	nan
2.680000000000000000e+03	-8.771431138228492908e-02	2.045899936812106690e-02	nan	nan
2.681000000000000000e+03	-8.793893367800095784e-02	2.017191971627797092e-02	nan	nan
2.682000000000000000e+03	-8.805963477228145875e-02	2.007879680069154030e-02	nan	nan
2.683000000000000000e+03	-8.857278761881373641e-02	1.989325980892230061e-02	nan	nan
2.684000000000000000e+03	-8.863795849708888674e-02	1.972061231449096994e-02	nan	nan
2.685000000000000000e+03	-8.873209648013394291e-02	1.965627034741262644e-02	nan	nan
2.686000000000000000e+03	-8.915312220098893514e-02	1.953472595965365446e-02	nan	nan
2.687000000000000000e+03	-8.962180507222469728e-02	1.939195260490915104e-02	nan	nan
2.688000000000000000e+03	-9.019664332133871254e-02	1.941319872560449966e-02	nan	nan
2.689000000000000000e+03	-9.117145586209159103e-02	1.896473045546698266e-02	nan	nan
2.690000000000000000e+03	-9.154227296761295596e-02	1.880914960495037869e-02	nan	nan
2.691000000000000000e+03	-9.223347134958177762e-02	1.862280567188093205e-02	nan	nan
2.692000000000000000e+03	-9.291617199577753561e-02	1.826927710499489516e-02	nan	nan
2.693000000000000000e+03	-9.320181531909335626e-02	1.812496014735592506e-02	nan	nan
2.694000000000000000e+03	-9.361156822488696239e-02	1.785044820935364346e-02	nan	nan
2.695000000000000000e+03	-9.373285130879357996e-02	1.789762029789991257e-02	nan	nan
2.696000000000000000e+03	-9.481256085146819168e-02	1.752988340777740170e-02	nan	nan
2.697000000000000000e+03	-9.502828315685385441e-02	1.744702699697995435e-02	nan	nan
2.698000000000000000e+03	-9.581268355002674209e-02	1.728848397181898325e-02	nan	nan
2.699000000000000000e+03	-9.632459307362101208e-02	1.712416127518909606e-02	nan	nan
2.700000000000000000e+03	-9.654224847969332390e-02	1.716803454699625253e-02	nan	nan
2.701000000000000000e+03	-9.747279534321064143e-02	1.695096376831618790e-02	-1.031559084111149660e-01	1.796778230505468449e-02
2.702000000000000000e+03	-9.795885969659422210e-02	1.690471327586668890e-02	nan	nan
2.703000000000000000e+03	-9.782554794834598388e-02	1.678595939274112048e-02	nan	nan
2.704000000000000000e+03	-9.920687985930828900e-02	1.663410461841131893e-02	nan	nan
2.705000000000000000e+03	-9.916786042270740731e-02	1.655450739476254859e-02	nan	nan
2.706000000000000000e+03	-9.961234460600708329e-02	1.672817936215744566e-02	nan	nan
2.707000000000000000e+03	-1.004349587169030694e-01	1.655685071107135600e-02	nan	nan
2.708000000000000000e+03	-1.001812815649848198e-01	1.657359244101375834e-02	nan	nan
2.709000000000000000e+03	-1.010885898687056833e-01	1.635739486050425545e-02	nan	nan
2.710000000000000000e+03	-1.017263280641467899e-01	1.624835909350298008e-02	nan	nan
2.711000000000000000e+03	-1.022961761590837904e-01	1.625445549365026401e-02	nan	nan
2.712000000000000000e+03	-1.027248219841768034e-01	1.614848201767225822e-02	nan	nan
2.713000000000000000e+03	-1.031214967763664780e-01	1.603400143230127722e-02	nan	nan
2.714000000000000000e+03	-1.031385674259415880e-01	1.599291470506353577e-02	nan	nan
2.715000000000000000e+03	-1.035917725321461730e-01	1.606839192132053853e-02	nan	nan
2.716000000000000000e+03	-1.037419564795815097e-01	1.603431982552259646e-02	nan	nan
2.717000000000000000e+03	-1.044342493190144883e-01	1.600570235023826560e-02	nan	nan
2.718000000000000000e+03	-1.040305454507437222e-01	1.606908644736460001e-02	nan	nan
2.719000000000000000e+03	-1.046746735737446310e-01	1.588184463248462283e-02	nan	nan
2.720000000000000000e+03	-1.049987797834131265e-01	1.579935633700368935e-02	nan	nan
2.721000000000000000e+03	-1.051563158889625704e-01	1.578436187153489309e-02	nan	nan
2.722000000000000000e+03	-1.053297395016191962e-01	1.590071545548089188e-02	nan	nan
2.723000000000000000e+03	-1.060414092490092053e-01	1.562353831445271318e-02	nan	nan
2.724000000000000000e+03	-1.064019938445947000e-01	1.548994339094103036e-02	nan	nan
2.725000000000000000e+03	-1.066444527218644023e-01	1.562940837558496679e-02	nan	nan
2.726000000000000000e+03	-1.068081233329619684e-01	1.551208955821614319e-02	nan	nan
2.727000000000000000e+03	-1.075051243423536251e-01	1.546778290162954296e-02	nan	nan
2.728000000000000000e+03	-1.077752762531192232e-01	1.526579792385786109e-02	nan	nan
2.729000000000000000e+03	-1.080547196498306689e-01	1.537847860416107285e-02	nan	nan
2.730000000000000000e+03	-1.085717614204625425e-01	1.522020353993608528e-02	nan	nan
2.731000000000000000e+03	-1.089635957743733535e-01	1.541092871170289189e-02	nan	nan
2.732000000000000000e+03	-1.092972277631300698e-01	1.531738142486016065e-02	nan	nan
2.733000000000000000e+03	-1.094557738008510583e-01	1.540553915326414031e-02	nan	nan
2.734000000000000000e+03	-1.099187395726481248e-01	1.525819415437562089e-02	nan	nan
2.735000000000000000e+03	-1.099651333888379129e-01	1.543321700574951279e-02	nan	nan
2.736000000000000000e+03	-1.101248216818508652e-01	1.548940079989839964e-02	nan	nan
2.737000000000000000e+03	-1.105090986321311392e-01	1.520303760263081241e-02	nan	nan
2.738000000000000000e+03	-1.106422150767223805e-01	1.530743520389491602e-02	nan	nan
2.739000000000000000e+03	-1.106846471282616901e-01	1.530482144098743898e-02	nan	nan
2.740000000000000000e+03	-1.107926891091284560e-01	1.542922392864041169e-02	nan	nan
2.741000000000000000e+03	-1.107964028879961094e-01	1.530180559026117840e-02	nan	nan
2.742000000000000000e+03	-1.113967865979935967e-01	1.523023888639280995e-02	nan	nan
2.743000000000000000e+03	-1.116637441639767997e-01	1.522327764302690983e-02	nan	nan
2.744000000000000000e+03	-1.116044513805068139e-01	1.525012838764610787e-02	nan	nan
2.745000000000000000e+03	-1.113073637123547649e-01	1.518781813305979458e-02	nan	nan
2.746000000000000000e+03	-1.120914530478556437e-01	1.510169656847544332e-02	nan	nan
2.747000000000000000e+03	-1.116550964438450533e-01	1.525170514555914195e-02	nan	nan
2.748000000000000000e+03	-1.120705583170777120e-01	1.508578054145526780e-02	nan	nan
2.749000000000000000e+03	-1.118922165783968331e-01	1.507938246670746836e-02	nan	nan
2.750000000000000000e+03	-1.118273944512675477e-01	1.502322018507960127e-02	nan	nan
2.751000000000000000e+03	-1.123017947168702124e-01	1.497182561007168178e-02	nan	nan
2.752000000000000000e+03	-1.121885218552964442e-01	1.498101553105348448e-02	nan	nan
2.753000000000000000e+03	-1.123237789606783554e-01	1.512081707204971336e-02	nan	nan
2.754000000000000000e+03	-1.124312463566852216e-01	1.511305185289006127e-02	nan	nan
2.755000000000000000e+03	-1.124815437283089858e-01	1.517987523250139900e-02	nan	nan
2.756000000000000000e+03	-1.120798011299355135e-01	1.513921800083458009e-02	nan	nan
2.757000000000000000e+03	-1.124560422529754106e-01	1.524124477062268126e-02	nan	nan
2.758000000000000000e+03	-1.120331188274604067e-01	1.535672058996219620e-02	nan	nan
2.759000000000000000e+03	-1.120512194631977793e-01	1.531905980180873171e-02	nan	nan
2.760000000000000000e+03	-1.122146493413457985e-01	1.542697142913602472e-02	nan	nan
2.761000000000000000e+03	-1.123948405912987836e-01	1.547072721425332004e-02	nan	nan
2.762000000000000000e+03	-1.120607434384053996e-01	1.559052633878390062e-02	nan	nan
2.763000000000000000e+03	-1.124283627510678230e-01	1.560568433138868893e-02	nan	nan
2.764000000000000000e+03	-1.122986164173915002e-01	1.574007099324024189e-02	nan	nan
2.765000000000000000e+03	-1.124441810123778945e-01	1.575778596049748348e-02	nan	nan
2.766000000000000000e+03	-1.125839156180004352e-01	1.571540601103317211e-02	nan	nan
2.767000000000000000e+03	-1.126666165508200673e-01	1.575797628977976261e-02	nan	nan
2.768000000000000000e+03	-1.125904453030578678e-01	1.592201388885255281e-02	nan	nan
2.769000000000000000e+03	-1.124029396460215074e-01	1.606850121202660353e-02	nan	nan
2.770000000000000000e+03	-1.125457553432526459e-01	1.599445785349791829e-02	nan	nan
2.771000000000000000e+03	-1.126879296857980217e-01	1.610093757262812467e-02	nan	nan
2.772000000000000000e+03	-1.125395093414156833e-01	1.627529681292986044e-02	nan	nan
2.773000000000000000e+03	-1.122781067773476193e-01	1.622170822669836976e-02	nan	nan
2.774000000000000000e+03	-1.129264715507427852e-01	1.644702324242174746e-02	nan	nan
2.775000000000000000e+03	-1.130372504509346843e-01	1.648822465252118910e-02	nan	nan
2.776000000000000000e+03	-1.129093906906631500e-01	1.645567359853877462e-02	nan	nan
2.777000000000000000e+03	-1.133727563408338801e-01	1.673095535880409976e-02	nan	nan
2.778000000000000000e+03	-1.135564472712461692e-01	1.680331771266518892e-02	nan	nan
2.779000000000000000e+03	-1.135999414103312094e-01	1.683896576149658889e-02	nan	nan
2.780000000000000000e+03	-1.138989324512662549e-01	1.691678185071741197e-02	nan	nan
2.781000000000000000e+03	-1.138058990220018885e-01	1.707768082987712668e-02	nan	nan
2.782000000000000000e+03	-1.139430479674139046e-01	1.721809114042141195e-02	nan	nan
2.783000000000000000e+03	-1.143981352800692297e-01	1.725476272553416734e-02	nan	nan
2.784000000000000000e+03	-1.142170551944451662e-01	1.761059499830215300e-02	nan	nan
2.785000000000000000e+03	-1.148267285842464319e-01	1.761604386856935670e-02	nan	nan
2.786000000000000000e+03	-1.143167345120026657e-01	1.784666440500104478e-02	nan	nan
2.787000000000000000e+03	-1.146504654110205579e-01	1.798873949583844334e-02	nan	nan
2.788000000000000000e+03	-1.149869211728821866e-01	1.818875332252899157e-02	nan	nan
2.789000000000000000e+03	-1.147974057475803916e-01	1.835175454874968248e-02	nan	nan
2.790000000000000000e+03	-1.149691086557613068e-01	1.842700573523085861e-02	nan	nan
2.791000000000000000e+03	-1.151977349959399100e-01	1.868514543585337792e-02	nan	nan
2.792000000000000000e+03	-1.154185450048735850e-01	1.878149892804435034e-02	nan	nan
2.793000000000000000e+03	-1.151179095184362289e-01	1.901503002677240595e-02	nan	nan
2.794000000000000000e+03	-1.154197895262207563e-01	1.902931863897672216e-02	nan	nan
2.795000000000000000e+03	-1.154119044861310617e-01	1.931270913585690294e-02	nan	nan
2.796000000000000000e+03	-1.150703170310903439e-01	1.950407385399621427e-02	nan	nan
2.797000000000000000e+03	-1.150295484562020853e-01	1.957901304655253888e-02	nan	nan
2.798000000000000000e+03	-1.151185699660072642e-01	1.970551715585882463e-02	nan	nan
2.799000000000000000e+03	-1.148179268631283750e-01	1.983663036464899249e-02	nan	nan
2.800000000000000000e+03	-1.141502902606133796e-01	2.017704244972816016e-02	nan	nan
2.801000000000000000e+03	-1.142127430809717625e-01	2.030895468973839546e-02	-1.196595429160171864e-01	2.114192016360803839e-02
2.802000000000000000e+03	-1.138821562298482359e-01	2.056782931579636750e-02	nan	nan
2.803000000000000000e+03	-1.132216193157739720e-01	2.071289009654034979e-02	nan	nan
2.804000000000000000e+03	-1.133523137610197018e-01	2.082028923759161876e-02	nan	nan
2.805000000000000000e+03	-1.129080177824704628e-01	2.110432470942595964e-02	nan	nan
2.806000000000000000e+03	-1.131177225765915145e-01	2.137636722492175512e-02	nan	nan
2.807000000000000000e+03	-1.120371070022473659e-01	2.153821762051557828e-02	nan	nan
2.808000000000000000e+03	-1.122293189335013264e-01	2.161717183131432393e-02	nan	nan
2.809000000000000000e+03	-1.120286601136652738e-01	2.177973150328073662e-02	nan	nan
2.810000000000000000e+03	-1.117787130675975404e-01	2.189449912016801919e-02	nan	nan
2.811000000000000000e+03	-1.116903476332526957e-01	2.212027750402193599e-02	nan	nan
2.812000000000000000e+03	-1.113400515037232807e-01	2.231109635828184765e-02	nan	nan
2.813000000000000000e+03	-1.110622475796430447e-01	2.250337145254650492e-02	nan	nan
2.814000000000000000e+03	-1.112248773094000887e-01	2.270952472881369866e-02	nan	nan
2.815000000000000000e+03	-1.106178437130403286e-01	2.287338100009418673e-02	nan	nan
2.816000000000000000e+03	-1.105139403966636513e-01	2.286105583909724820e-02	nan	nan
2.817000000000000000e+03	-1.102692040935242535e-01	2.308881796402438222e-02	nan	nan
2.818000000000000000e+03	-1.099986629136927158e-01	2.316596415644796986e-02	nan	nan
2.819000000000000000e+03	-1.100494500925508906e-01	2.330414389011085594e-02	nan	nan
2.820000000000000000e+03	-1.093729221623510883e-01	2.355056722204573391e-02	nan	nan
2.821000000000000000e+03	-1.087678402519614840e-01	2.362409032421322955e-02	nan	nan
2.822000000000000000e+03	-1.086086082741148928e-01	2.377074796824901748e-02	nan	nan
2.823000000000000000e+03	-1.082081874828912660e-01	2.378158519084564229e-02	nan	nan
2.824000000000000000e+03	-1.079988170327249170e-01	2.404783497689299415e-02	nan	nan
2.825000000000000000e+03	-1.072772760353291888e-01	2.422775639859511831e-02	nan	nan
2.826000000000000000e+03	-1.072738110765147079e-01	2.412250038356041071e-02	nan	nan
2.827000000000000000e+03	-1.070482734897378885e-01	2.431139435382313058e-02	nan	nan
2.828000000000000000e+03	-1.058218914908056058e-01	2.465717787070029893e-02	nan	nan
2.829000000000000000e+03	-1.062134679973900653e-01	2.453340670528816186e-02	nan	nan
2.830000000000000000e+03	-1.062468440181193047e-01	2.485407128055324918e-02	nan	nan
2.831000000000000000e+03	-1.055255733751323810e-01	2.485083351176321093e-02	nan	nan
2.832000000000000000e+03	-1.056507337454073159e-01	2.503564708995691807e-02	nan	nan
2.833000000000000000e+03	-1.054039474724860898e-01	2.520162223209868740e-02	nan	nan
2.834000000000000000e+03	-1.050076565463408523e-01	2.531684144279463047e-02	nan	nan
2.835000000000000000e+03	-1.046711676695026016e-01	2.544452808285052950e-02	nan	nan
2.836000000000000000e+03	-1.045317016627112239e-01	2.542409173697518510e-02	nan	nan
2.837000000000000000e+03	-1.043654379515338571e-01	2.548409447057785673e-02	nan	nan
2.838000000000000000e+03	-1.041104066913592502e-01	2.550223943306197810e-02	nan	nan
2.839000000000000000e+03	-1.036180416044932134e-01	2.566101192676049914e-02	nan	nan
2.840000000000000000e+03	-1.032813451722019576e-01	2.576593670103930964e-02	nan	nan
2.841000000000000000e+03	-1.029575630764475724e-01	2.585134734427730133e-02	nan	nan
2.842000000000000000e+03	-1.028145905414577371e-01	2.594067028461954916e-02	nan	nan
2.843000000000000000e+03	-1.026054558772653003e-01	2.603182831141151454e-02	nan	nan
2.844000000000000000e+03	-1.023803661571499185e-01	2.621340621417738576e-02	nan	nan
2.845000000000000000e+03	-1.022032078799744170e-01	2.630527899323621341e-02	nan	nan
2.846000000000000000e+03	-1.021705079306872987e-01	2.628766245950447944e-02	nan	nan
2.847000000000000000e+03	-1.022080934059514112e-01	2.636204095286624402e-02	nan	nan
2.848000000000000000e+03	-1.020134366344254556e-01	2.652359525997636039e-02	nan	nan
2.849000000000000000e+03	-1.016635709438762358e-01	2.669273935691053243e-02	nan	nan
2.850000000000000000e+03	-1.018228313019192699e-01	2.680749493416190871e-02	nan	nan
2.851000000000000000e+03	-1.015909332893698835e-01	2.682637697773003482e-02	nan	nan
2.852000000000000000e+03	-1.008077577889530119e-01	2.721619113959877767e-02	nan	nan
2.853000000000000000e+03	-1.009705920233952003e-01	2.717765452285101496e-02	nan	nan
2.854000000000000000e+03	-1.007663660398544075e-01	2.736631268330875708e-02	nan	nan
2.855000000000000000e+03	-1.005480880032271485e-01	2.731109809624217635e-02	nan	nan
2.856000000000000000e+03	-1.004961906929802973e-01	2.740790101701289991e-02	nan	nan
2.857000000000000000e+03	-1.002792512046681156e-01	2.757755187760056736e-02	nan	nan
2.858000000000000000e+03	-1.006553403265863650e-01	2.759537911527482415e-02	nan	nan
2.859000000000000000e+03	-1.004901385814824105e-01	2.774183922037838299e-02	nan	nan
2.860000000000000000e+03	-1.003274613310739111e-01	2.788212196299780926e-02	nan	nan
2.861000000000000000e+03	-1.007829304931558562e-01	2.790378782124143878e-02	nan	nan
2.862000000000000000e+03	-1.001987852045537614e-01	2.795605624393806068e-02	nan	nan
2.863000000000000000e+03	-1.004599611306390833e-01	2.816976307980864278e-02	nan	nan
2.864000000000000000e+03	-9.996853855642995335e-02	2.826609431307297582e-02	nan	nan
2.865000000000000000e+03	-1.001164944560500036e-01	2.819441496581456819e-02	nan	nan
2.866000000000000000e+03	-9.994166540930730924e-02	2.846984904471620142e-02	nan	nan
2.867000000000000000e+03	-1.001183185546444809e-01	2.848254160223385317e-02	nan	nan
2.868000000000000000e+03	-9.991828770679188343e-02	2.850290253100744298e-02	nan	nan
2.869000000000000000e+03	-1.000995852373315065e-01	2.844324972487580899e-02	nan	nan
2.870000000000000000e+03	-1.003775766619344340e-01	2.867950652808266138e-02	nan	nan
2.871000000000000000e+03	-1.000013966371420260e-01	2.869404786454304163e-02	nan	nan
2.872000000000000000e+03	-9.997691914499620691e-02	2.877263289533852145e-02	nan	nan
2.873000000000000000e+03	-9.910399422921291335e-02	2.879950328749450450e-02	nan	nan
2.874000000000000000e+03	-9.964601925304321373e-02	2.886308810625861504e-02	nan	nan
2.875000000000000000e+03	-9.967816524454285732e-02	2.886855218182969932e-02	nan	nan
2.876000000000000000e+03	-9.957159532858408935e-02	2.908318799960254303e-02	nan	nan
2.877000000000000000e+03	-9.957883908687327479e-02	2.908401516995769501e-02	nan	nan
