# Mr. Estimator v0.1.4
# ------------------------------------------------------------------------
# legendlabel: mydat Fit Exponential
# ------------------------------------------------------------------------
# description: mydat
# m = 0.9939981929202228
# tau = 664.4639338505722 [ms]
# fitrange: 1 <= k <= 5000 [4ms]
# function: $|A| e^{-k/\tau}$
# 	tau [ms]   = 664.4639338505722
# 	A          = 0.9795340892436178
# 
# ------------------------------------------------------------------------
# legendlabel: mydat Fit Exp+Offset
# ------------------------------------------------------------------------
# description: mydat
# m = 0.9946738350015476
# tau = 749.0076236623656 [ms]
# fitrange: 1 <= k <= 3000 [4ms]
# function: $|A| e^{-k/\tau} + O$
# 	tau [ms]   = 749.0076236623656
# 	A          = -0.9808506442087468
# 	O          = -0.03010357084595713
# 
# ------------------------------------------------------------------------
# Data
# ------------------------------------------------------------------------
# 1_steps[1ms]	2_coefficients	3_stderrs	4_mydat_coefficients	5_mydat_stderrs
1.596800000000000000e+04	nan	nan	-4.117734504079013230e-02	2.761174648392903178e-02
1.597200000000000000e+04	nan	nan	-4.102901825539504582e-02	2.751034923584848649e-02
1.597600000000000000e+04	nan	nan	-4.112811396660767671e-02	2.753034411184126368e-02
1.598000000000000000e+04	nan	nan	-4.124333963486061932e-02	2.755517491693787457e-02
1.598400000000000000e+04	nan	nan	-4.142338230067593025e-02	2.765191281451045285e-02
1.598800000000000000e+04	nan	nan	-4.101388475157339425e-02	2.759075420424452613e-02
1.599200000000000000e+04	nan	nan	-4.090743703566566969e-02	2.770552198807013991e-02
1.599600000000000000e+04	nan	nan	-4.143487711358970205e-02	2.781226254128245021e-02
1.600000000000000000e+04	nan	nan	-4.167418333912862455e-02	2.781678905963164833e-02
1.600400000000000000e+04	nan	nan	-4.168589810114296801e-02	2.805593329907270922e-02
1.600800000000000000e+04	nan	nan	-4.171079778118372272e-02	2.789769616111510003e-02
1.601200000000000000e+04	nan	nan	-4.178206000658686581e-02	2.796139659830287200e-02
1.601600000000000000e+04	nan	nan	-4.201709254752273442e-02	2.807222611370208468e-02
1.602000000000000000e+04	nan	nan	-4.193010363590919665e-02	2.818056007777057156e-02
1.602400000000000000e+04	nan	nan	-4.185351532892493676e-02	2.820133100401407689e-02
1.602800000000000000e+04	nan	nan	-4.196569680394530988e-02	2.824263680517741931e-02
1.603200000000000000e+04	nan	nan	-4.193761712325610319e-02	2.849950097689027753e-02
1.603600000000000000e+04	nan	nan	-4.182354799929226263e-02	2.858940431774737931e-02
1.604000000000000000e+04	nan	nan	-4.195811259226621404e-02	2.878800015183088229e-02
1.604400000000000000e+04	nan	nan	-4.213713017001245037e-02	2.874439109913180454e-02
1.604800000000000000e+04	nan	nan	-4.188619661173942355e-02	2.889426539818639242e-02
1.605200000000000000e+04	nan	nan	-4.279623559559063428e-02	2.888081756384707627e-02
1.605600000000000000e+04	nan	nan	-4.215237972283596146e-02	2.896644434531905204e-02
1.606000000000000000e+04	nan	nan	-4.200829406321053561e-02	2.912951456155889879e-02
1.606400000000000000e+04	nan	nan	-4.183084440049400499e-02	2.916213933825989590e-02
1.606800000000000000e+04	nan	nan	-4.216671458835496988e-02	2.925915229779187804e-02
1.607200000000000000e+04	nan	nan	-4.214129181929952839e-02	2.938144400217921823e-02
1.607600000000000000e+04	nan	nan	-4.217500092158744940e-02	2.958579450464302735e-02
1.608000000000000000e+04	nan	nan	-4.222725846199123362e-02	2.957786009229530777e-02
1.608400000000000000e+04	nan	nan	-4.239051449399152544e-02	2.982744922718085293e-02
1.608800000000000000e+04	nan	nan	-4.240734032331931053e-02	2.989345382894264755e-02
1.609200000000000000e+04	nan	nan	-4.264899645452503718e-02	2.999643349854775112e-02
1.609600000000000000e+04	nan	nan	-4.272105275923700207e-02	3.019601592263427767e-02
1.610000000000000000e+04	nan	nan	-4.254341841922232997e-02	3.037026621295082010e-02
1.610400000000000000e+04	nan	nan	-4.241840401486059176e-02	3.041966480507116502e-02
1.610800000000000000e+04	nan	nan	-4.267435953602792542e-02	3.038557283377961438e-02
1.611200000000000000e+04	nan	nan	-4.288576517958266054e-02	3.075281178336236598e-02
1.611600000000000000e+04	nan	nan	-4.262555800630540154e-02	3.070687344040921168e-02
1.612000000000000000e+04	nan	nan	-4.263566191107217435e-02	3.071903320474356561e-02
1.612400000000000000e+04	nan	nan	-4.296985990927469634e-02	3.078821818755262535e-02
1.612800000000000000e+04	nan	nan	-4.329157649716995626e-02	3.095577264528473829e-02
1.613200000000000000e+04	nan	nan	-4.325844053931948013e-02	3.087942048788557339e-02
1.613600000000000000e+04	nan	nan	-4.357364128980133200e-02	3.090093104455950493e-02
1.614000000000000000e+04	nan	nan	-4.358483837623972068e-02	3.100974505897005976e-02
1.614400000000000000e+04	nan	nan	-4.317063637055231634e-02	3.096139798014035244e-02
1.614800000000000000e+04	nan	nan	-4.352512198683227557e-02	3.109491910187488564e-02
1.615200000000000000e+04	nan	nan	-4.324402425429046959e-02	3.102577333559447190e-02
1.615600000000000000e+04	nan	nan	-4.339491098529375812e-02	3.132944013958324780e-02
1.616000000000000000e+04	nan	nan	-4.364383587123927405e-02	3.130036278223621155e-02
1.616400000000000000e+04	nan	nan	-4.397572721777111282e-02	3.158896864522178077e-02
1.616800000000000000e+04	nan	nan	-4.428142140544612942e-02	3.168135986211559341e-02
1.617200000000000000e+04	nan	nan	-4.472685761600746213e-02	3.183787663482335467e-02
1.617600000000000000e+04	nan	nan	-4.493417915719212508e-02	3.189234460279672528e-02
1.618000000000000000e+04	nan	nan	-4.481076546997136978e-02	3.186875558371304873e-02
1.618400000000000000e+04	nan	nan	-4.579548617425897167e-02	3.205337350785002204e-02
1.618800000000000000e+04	nan	nan	-4.584760380435966287e-02	3.208223097338839397e-02
1.619200000000000000e+04	nan	nan	-4.614267600478239723e-02	3.210595059248792793e-02
1.619600000000000000e+04	nan	nan	-4.640357982560089356e-02	3.204996556476526204e-02
1.620000000000000000e+04	nan	nan	-4.683255218629449323e-02	3.212120363089673164e-02
1.620400000000000000e+04	nan	nan	-4.749341219261576930e-02	3.229438678762745762e-02
1.620800000000000000e+04	nan	nan	-4.777359844943176309e-02	3.228331542495795764e-02
1.621200000000000000e+04	nan	nan	-4.779670319163709796e-02	3.229239954713517685e-02
1.621600000000000000e+04	nan	nan	-4.797526292828606376e-02	3.229261654618138105e-02
1.622000000000000000e+04	nan	nan	-4.858609497390561222e-02	3.252536695763766361e-02
1.622400000000000000e+04	nan	nan	-4.902278263460661117e-02	3.242071355916564812e-02
1.622800000000000000e+04	nan	nan	-4.943499748679939382e-02	3.239999412708072235e-02
1.623200000000000000e+04	nan	nan	-4.999500179069060746e-02	3.234936934086034971e-02
1.623600000000000000e+04	nan	nan	-5.016671366644022412e-02	3.238776066939347970e-02
1.624000000000000000e+04	nan	nan	-5.098383999087321289e-02	3.239837005128162056e-02
1.624400000000000000e+04	nan	nan	-5.107705492172909256e-02	3.234332118753258795e-02
1.624800000000000000e+04	nan	nan	-5.243199949530837067e-02	3.252423309104815474e-02
1.625200000000000000e+04	nan	nan	-5.212374747998817920e-02	3.229757017728559360e-02
1.625600000000000000e+04	nan	nan	-5.247237994837496144e-02	3.244570120016182502e-02
1.626000000000000000e+04	nan	nan	-5.333243017852459106e-02	3.244170074859330927e-02
1.626400000000000000e+04	nan	nan	-5.347475692020559057e-02	3.252501230653386671e-02
1.626800000000000000e+04	nan	nan	-5.311970022443403966e-02	3.254143531265881600e-02
1.627200000000000000e+04	nan	nan	-5.399658272220194538e-02	3.250212105653393219e-02
1.627600000000000000e+04	nan	nan	-5.450852833923479357e-02	3.248424992061072630e-02
1.628000000000000000e+04	nan	nan	-5.478708681124874053e-02	3.230925050354000599e-02
1.628400000000000000e+04	nan	nan	-5.572983148887242916e-02	3.237078279804864178e-02
1.628800000000000000e+04	nan	nan	-5.618685773469404843e-02	3.235658573956237682e-02
1.629200000000000000e+04	nan	nan	-5.686563074421928377e-02	3.233454755016290649e-02
1.629600000000000000e+04	nan	nan	-5.771369437071285219e-02	3.231750074711058768e-02
1.630000000000000000e+04	nan	nan	-5.800798099268593411e-02	3.242160195600382600e-02
1.630400000000000000e+04	nan	nan	-5.878060930286055363e-02	3.250253270158927343e-02
1.630800000000000000e+04	nan	nan	-5.990876901842420027e-02	3.232354918282009937e-02
1.631200000000000000e+04	nan	nan	-6.008500571037493632e-02	3.236427763504264032e-02
1.631600000000000000e+04	nan	nan	-6.119782211536842903e-02	3.240053697486788148e-02
1.632000000000000000e+04	nan	nan	-6.140675055447972902e-02	3.228262181529649444e-02
1.632400000000000000e+04	nan	nan	-6.204185293709836568e-02	3.229942137022300680e-02
1.632800000000000000e+04	nan	nan	-6.268001060222154475e-02	3.212038202722480168e-02
1.633200000000000000e+04	nan	nan	-6.335229991102073188e-02	3.213661445087435953e-02
1.633600000000000000e+04	nan	nan	-6.373669840593196301e-02	3.202212157232716544e-02
1.634000000000000000e+04	nan	nan	-6.448432980749174703e-02	3.195969491350796055e-02
1.634400000000000000e+04	nan	nan	-6.523996318354553792e-02	3.207889199845935513e-02
1.634800000000000000e+04	nan	nan	-6.537712082704832950e-02	3.194457768682741616e-02
1.635200000000000000e+04	nan	nan	-6.603947091094941602e-02	3.216169446443212926e-02
1.635600000000000000e+04	nan	nan	-6.687570712658612304e-02	3.198939729874897969e-02
1.636000000000000000e+04	nan	nan	-6.684645389821959605e-02	3.199062204101088547e-02
1.636400000000000000e+04	nan	nan	-6.740767736634407925e-02	3.207812976776642372e-02
1.636800000000000000e+04	nan	nan	-6.737998071004432099e-02	3.200510729137324983e-02
1.637200000000000000e+04	nan	nan	-6.822664333169438378e-02	3.212534101282531196e-02
1.637600000000000000e+04	nan	nan	-6.821864878527976461e-02	3.226086452974409602e-02
1.638000000000000000e+04	nan	nan	-6.855030008272240682e-02	3.203053094037119908e-02
1.638400000000000000e+04	nan	nan	-6.922850262274285460e-02	3.199251363062767528e-02
1.638800000000000000e+04	nan	nan	-6.957078107622786944e-02	3.220101519772768095e-02
1.639200000000000000e+04	nan	nan	-6.983166614783746506e-02	3.230719051654474400e-02
1.639600000000000000e+04	nan	nan	-7.028385238279309666e-02	3.216295806153966069e-02
1.640000000000000000e+04	nan	nan	-7.033485916983087116e-02	3.213923819641669594e-02
1.640400000000000000e+04	nan	nan	-7.066729166143412288e-02	3.216000774095993664e-02
1.640800000000000000e+04	nan	nan	-7.083429206352073737e-02	3.226844672624547966e-02
1.641200000000000000e+04	nan	nan	-7.132730571300455180e-02	3.230744391890406214e-02
1.641600000000000000e+04	nan	nan	-7.152247399222637358e-02	3.232637133671734109e-02
1.642000000000000000e+04	nan	nan	-7.210036059739374781e-02	3.245371252994792843e-02
1.642400000000000000e+04	nan	nan	-7.219839982707965120e-02	3.251083966427850691e-02
1.642800000000000000e+04	nan	nan	-7.239570204513211260e-02	3.246456653683577054e-02
1.643200000000000000e+04	nan	nan	-7.275090619281879278e-02	3.259778069651498439e-02
1.643600000000000000e+04	nan	nan	-7.343646968862056756e-02	3.252749932417094147e-02
1.644000000000000000e+04	nan	nan	-7.325952410040928453e-02	3.250776834808530996e-02
1.644400000000000000e+04	nan	nan	-7.353461492477776640e-02	3.255843810724202980e-02
1.644800000000000000e+04	nan	nan	-7.384475688566430329e-02	3.267818796141593735e-02
1.645200000000000000e+04	nan	nan	-7.436885668678476502e-02	3.249385941204605693e-02
1.645600000000000000e+04	nan	nan	-7.442088517783485013e-02	3.277328779567743183e-02
1.646000000000000000e+04	nan	nan	-7.490921792616159203e-02	3.276376241724378302e-02
1.646400000000000000e+04	nan	nan	-7.492452522520846869e-02	3.266002044167908708e-02
1.646800000000000000e+04	nan	nan	-7.460106360739655884e-02	3.254204731594641936e-02
1.647200000000000000e+04	nan	nan	-7.528859223159453662e-02	3.247169118091780549e-02
1.647600000000000000e+04	nan	nan	-7.520527603465097799e-02	3.259188166777100826e-02
1.648000000000000000e+04	nan	nan	-7.550331990142473970e-02	3.263337042990552272e-02
1.648400000000000000e+04	nan	nan	-7.556126907324189901e-02	3.254818089764699440e-02
1.648800000000000000e+04	nan	nan	-7.595895880614886297e-02	3.255772694953587565e-02
1.649200000000000000e+04	nan	nan	-7.606621616914097106e-02	3.272072983541703117e-02
1.649600000000000000e+04	nan	nan	-7.619381584250713157e-02	3.258263077865480167e-02
1.650000000000000000e+04	nan	nan	-7.635628452559575785e-02	3.269475835236913125e-02
1.650400000000000000e+04	nan	nan	-7.653243178391630486e-02	3.282142696971499657e-02
1.650800000000000000e+04	nan	nan	-7.671486425080283056e-02	3.278776434915614546e-02
1.651200000000000000e+04	nan	nan	-7.662237561233400940e-02	3.283356309114102145e-02
1.651600000000000000e+04	nan	nan	-7.694929140352625707e-02	3.293476182671903341e-02
1.652000000000000000e+04	nan	nan	-7.672242238239726508e-02	3.291957338150846429e-02
1.652400000000000000e+04	nan	nan	-7.700737631368809177e-02	3.303586965211596782e-02
1.652800000000000000e+04	nan	nan	-7.705824779478534503e-02	3.293099570653940794e-02
1.653200000000000000e+04	nan	nan	-7.696715413918396587e-02	3.309389935784487480e-02
1.653600000000000000e+04	nan	nan	-7.734985316426895574e-02	3.320977066504501862e-02
1.654000000000000000e+04	nan	nan	-7.711840384597005993e-02	3.320069383164873239e-02
1.654400000000000000e+04	nan	nan	-7.738961397940259668e-02	3.318023312591514284e-02
1.654800000000000000e+04	nan	nan	-7.712729589636990735e-02	3.308626475640195908e-02
1.655200000000000000e+04	nan	nan	-7.755245713102200400e-02	3.297898193164700009e-02
1.655600000000000000e+04	nan	nan	-7.753800258990037331e-02	3.301149853292768138e-02
1.656000000000000000e+04	nan	nan	-7.764606972341389635e-02	3.298139188735935839e-02
1.656400000000000000e+04	nan	nan	-7.778829673467693717e-02	3.301543743703195394e-02
1.656800000000000000e+04	nan	nan	-7.777760744488712574e-02	3.316855258944036849e-02
1.657200000000000000e+04	nan	nan	-7.796658472004305840e-02	3.305558088158061514e-02
1.657600000000000000e+04	nan	nan	-7.798794614823600924e-02	3.305198456091646558e-02
1.658000000000000000e+04	nan	nan	-7.799945997317936364e-02	3.287951134097649025e-02
1.658400000000000000e+04	nan	nan	-7.786010692053309257e-02	3.309317422883822218e-02
1.658800000000000000e+04	nan	nan	-7.788571149266869387e-02	3.306666840532691137e-02
1.659200000000000000e+04	nan	nan	-7.785855986627673864e-02	3.302872154983908098e-02
1.659600000000000000e+04	nan	nan	-7.863787184151241338e-02	3.305992337745627258e-02
1.660000000000000000e+04	nan	nan	-7.800015901905539562e-02	3.302622808080864919e-02
1.660400000000000000e+04	nan	nan	-7.849454212779607976e-02	3.298098317609208380e-02
1.660800000000000000e+04	nan	nan	-7.859267673616743277e-02	3.304011535762286372e-02
1.661200000000000000e+04	nan	nan	-7.889013940382082202e-02	3.287451782502001651e-02
1.661600000000000000e+04	nan	nan	-7.892827167916857678e-02	3.293796988432038525e-02
1.662000000000000000e+04	nan	nan	-7.918618177523488455e-02	3.291809900790254595e-02
1.662400000000000000e+04	nan	nan	-7.925207406113535247e-02	3.287626183403344338e-02
1.662800000000000000e+04	nan	nan	-7.903412053097211287e-02	3.283198383676914217e-02
1.663200000000000000e+04	nan	nan	-7.902808545330970713e-02	3.273334047271739961e-02
1.663600000000000000e+04	nan	nan	-7.954552951580487474e-02	3.292950823560424067e-02
1.664000000000000000e+04	nan	nan	-7.975286835349978953e-02	3.274738258363191212e-02
1.664400000000000000e+04	nan	nan	-8.025142407174576387e-02	3.256569318420383941e-02
1.664800000000000000e+04	nan	nan	-7.994793912295963811e-02	3.257230823763384436e-02
1.665200000000000000e+04	nan	nan	-8.008566493929009100e-02	3.249398642531124010e-02
1.665600000000000000e+04	nan	nan	-8.039976819955918508e-02	3.253135360097504647e-02
1.666000000000000000e+04	nan	nan	-8.057156790573415106e-02	3.227535722439894839e-02
1.666400000000000000e+04	nan	nan	-8.063964396581844996e-02	3.231995234858538874e-02
1.666800000000000000e+04	nan	nan	-8.082432131951149124e-02	3.227329986425967606e-02
1.667200000000000000e+04	nan	nan	-8.062215444647158336e-02	3.213625187353183477e-02
1.667600000000000000e+04	nan	nan	-8.021121943678244381e-02	3.227802361242482210e-02
1.668000000000000000e+04	nan	nan	-8.048586017115104407e-02	3.235477368692768474e-02
1.668400000000000000e+04	nan	nan	-8.059524099829136479e-02	3.223876736018639610e-02
1.668800000000000000e+04	nan	nan	-8.089879751715733924e-02	3.226755128148075386e-02
1.669200000000000000e+04	nan	nan	-8.067425802560491965e-02	3.221968615422752397e-02
1.669600000000000000e+04	nan	nan	-8.080771291474118934e-02	3.220079302118303982e-02
1.670000000000000000e+04	nan	nan	-8.057497732055154960e-02	3.209594940917821770e-02
1.670400000000000000e+04	nan	nan	-8.053101774122627121e-02	3.215807467186873603e-02
1.670800000000000000e+04	nan	nan	-8.064930742900952576e-02	3.213997046647883854e-02
1.671200000000000000e+04	nan	nan	-8.061440934145544523e-02	3.205249979055512649e-02
1.671600000000000000e+04	nan	nan	-8.093316080166890192e-02	3.196978850948706957e-02
1.672000000000000000e+04	nan	nan	-8.039010492901617344e-02	3.188091920735303814e-02
1.672400000000000000e+04	nan	nan	-8.060120902364507900e-02	3.200443555043337024e-02
1.672800000000000000e+04	nan	nan	-8.075358759122468200e-02	3.186669016198131338e-02
1.673200000000000000e+04	nan	nan	-8.094129752597856164e-02	3.192280159213631979e-02
1.673600000000000000e+04	nan	nan	-8.063172746797576951e-02	3.180764384044156012e-02
1.674000000000000000e+04	nan	nan	-8.053782416609887862e-02	3.189158738259346287e-02
1.674400000000000000e+04	nan	nan	-8.035838389563849937e-02	3.174234287611679001e-02
1.674800000000000000e+04	nan	nan	-8.050537914033668863e-02	3.171010730753504731e-02
1.675200000000000000e+04	nan	nan	-8.059615590252121320e-02	3.162347874245520496e-02
1.675600000000000000e+04	nan	nan	-8.119450403378213055e-02	3.161343955753211782e-02
1.676000000000000000e+04	nan	nan	-8.057736175927761313e-02	3.152261089400025529e-02
1.676400000000000000e+04	nan	nan	-8.123857283355843950e-02	3.156404023818798477e-02
1.676800000000000000e+04	nan	nan	-8.071099926004189629e-02	3.152293152094789302e-02
1.677200000000000000e+04	nan	nan	-8.078204247333953258e-02	3.150763163197536909e-02
1.677600000000000000e+04	nan	nan	-8.073949832275228999e-02	3.132722926454044321e-02
1.678000000000000000e+04	nan	nan	-8.077385560390189234e-02	3.152202564648878130e-02
1.678400000000000000e+04	nan	nan	-8.050183283062775641e-02	3.135089975166042986e-02
1.678800000000000000e+04	nan	nan	-8.040886960864376820e-02	3.130708872071626125e-02
1.679200000000000000e+04	nan	nan	-8.031646113240717422e-02	3.124923448699738759e-02
1.679600000000000000e+04	nan	nan	-8.033118802821406779e-02	3.131325725853899289e-02
1.680000000000000000e+04	nan	nan	-8.033328025013214413e-02	3.135152813674401545e-02
1.680400000000000000e+04	nan	nan	-8.064335715093315371e-02	3.128272571560655052e-02
1.680800000000000000e+04	nan	nan	-7.979351118849996316e-02	3.115244861260793932e-02
1.681200000000000000e+04	nan	nan	-7.951205552473666893e-02	3.112418138987051858e-02
1.681600000000000000e+04	nan	nan	-7.961833608494753300e-02	3.124272861909279872e-02
1.682000000000000000e+04	nan	nan	-7.914780689245863587e-02	3.094389899935535287e-02
1.682400000000000000e+04	nan	nan	-7.913474755910546166e-02	3.099331614749623390e-02
1.682800000000000000e+04	nan	nan	-7.909509529763159019e-02	3.094119651801130466e-02
1.683200000000000000e+04	nan	nan	-7.871439287429189691e-02	3.082204940800167825e-02
1.683600000000000000e+04	nan	nan	-7.870474817685581270e-02	3.088496841782443353e-02
1.684000000000000000e+04	nan	nan	-7.852572135180629909e-02	3.075249627253955065e-02
1.684400000000000000e+04	nan	nan	-7.831934642117102663e-02	3.068919046524794247e-02
1.684800000000000000e+04	nan	nan	-7.836166489254166312e-02	3.077818949332139162e-02
1.685200000000000000e+04	nan	nan	-7.839602689765072518e-02	3.079125381571724482e-02
1.685600000000000000e+04	nan	nan	-7.835731558182439105e-02	3.081288130977147960e-02
1.686000000000000000e+04	nan	nan	-7.833841381329498255e-02	3.071431777063035259e-02
1.686400000000000000e+04	nan	nan	-7.843782847717158113e-02	3.058734051557309916e-02
1.686800000000000000e+04	nan	nan	-7.853185212549644578e-02	3.060123308152838326e-02
1.687200000000000000e+04	nan	nan	-7.813445811979262412e-02	3.063077344449476741e-02
1.687600000000000000e+04	nan	nan	-7.813653272276517570e-02	3.053407395489942874e-02
1.688000000000000000e+04	nan	nan	-7.824548374319739708e-02	3.062791558111408602e-02
1.688400000000000000e+04	nan	nan	-7.817043171476395491e-02	3.037533126684663354e-02
1.688800000000000000e+04	nan	nan	-7.775243483474322814e-02	3.041094640330328086e-02
1.689200000000000000e+04	nan	nan	-7.820218782529049506e-02	3.046228417765094523e-02
1.689600000000000000e+04	nan	nan	-7.820202486308089340e-02	3.037276860024880343e-02
1.690000000000000000e+04	nan	nan	-7.817533049931280065e-02	3.057138677763099679e-02
1.690400000000000000e+04	nan	nan	-7.832210704163336534e-02	3.045171684037496773e-02
1.690800000000000000e+04	nan	nan	-7.847518698942568260e-02	3.041389111176734036e-02
1.691200000000000000e+04	nan	nan	-7.830669654208552433e-02	3.042009129213566268e-02
1.691600000000000000e+04	nan	nan	-7.848789937809060036e-02	3.040121234551670243e-02
1.692000000000000000e+04	nan	nan	-7.785484319888238969e-02	3.027960270701659379e-02
1.692400000000000000e+04	nan	nan	-7.779444186702741404e-02	3.048100574454725570e-02
1.692800000000000000e+04	nan	nan	-7.760497411917341437e-02	3.041080254126066196e-02
1.693200000000000000e+04	nan	nan	-7.750049532335526181e-02	3.031167498266630275e-02
1.693600000000000000e+04	nan	nan	-7.709667855165247552e-02	3.025753434027541114e-02
1.694000000000000000e+04	nan	nan	-7.673329182470933763e-02	3.049008235313754173e-02
1.694400000000000000e+04	nan	nan	-7.693910027877734481e-02	3.060047661444954825e-02
1.694800000000000000e+04	nan	nan	-7.666285411704235053e-02	3.062389570990035892e-02
1.695200000000000000e+04	nan	nan	-7.648407635037521302e-02	3.057415686617707962e-02
1.695600000000000000e+04	nan	nan	-7.608146743881058494e-02	3.048812852753895325e-02
1.696000000000000000e+04	nan	nan	-7.617133713807486273e-02	3.062664608363607766e-02
1.696400000000000000e+04	nan	nan	-7.598664441031514893e-02	3.059204459629901937e-02
1.696800000000000000e+04	nan	nan	-7.593850534096584226e-02	3.069320816160579085e-02
1.697200000000000000e+04	nan	nan	-7.607095774434717572e-02	3.094910101383484269e-02
1.697600000000000000e+04	nan	nan	-7.539755762687745666e-02	3.076763041225234752e-02
1.698000000000000000e+04	nan	nan	-7.552620438499739464e-02	3.101246520621148833e-02
1.698400000000000000e+04	nan	nan	-7.537213917519017259e-02	3.108873558471170889e-02
1.698800000000000000e+04	nan	nan	-7.485550576483571139e-02	3.123741334508112893e-02
1.699200000000000000e+04	nan	nan	-7.483649824345312007e-02	3.135076906024201332e-02
1.699600000000000000e+04	nan	nan	-7.470595609532738879e-02	3.133344015447653286e-02
1.700000000000000000e+04	nan	nan	-7.441909242878279318e-02	3.143635610847053674e-02
1.700400000000000000e+04	nan	nan	-7.447496530958890026e-02	3.145457328986239753e-02
1.700800000000000000e+04	nan	nan	-7.405299433874348858e-02	3.160850078273291786e-02
1.701200000000000000e+04	nan	nan	-7.399961614071329241e-02	3.177335610351235407e-02
1.701600000000000000e+04	nan	nan	-7.369630949788039120e-02	3.181889128067007938e-02
1.702000000000000000e+04	nan	nan	-7.371582627718484271e-02	3.193306569426211661e-02
1.702400000000000000e+04	nan	nan	-7.374109958557528710e-02	3.205422716450605225e-02
1.702800000000000000e+04	nan	nan	-7.368409698234427985e-02	3.197687498959083524e-02
1.703200000000000000e+04	nan	nan	-7.336275584750014123e-02	3.217933657301887823e-02
1.703600000000000000e+04	nan	nan	-7.301869669380690875e-02	3.250660814666136295e-02
1.704000000000000000e+04	nan	nan	-7.260565263788917867e-02	3.243341198870661191e-02
1.704400000000000000e+04	nan	nan	-7.244381183837383942e-02	3.247426626557920609e-02
1.704800000000000000e+04	nan	nan	-7.249138350566679267e-02	3.262860906932523591e-02
1.705200000000000000e+04	nan	nan	-7.252779100022677117e-02	3.270766673513321454e-02
1.705600000000000000e+04	nan	nan	-7.236045989314347782e-02	3.273198305018114318e-02
1.706000000000000000e+04	nan	nan	-7.231584379822764141e-02	3.286561991263010907e-02
1.706400000000000000e+04	nan	nan	-7.211332546925795783e-02	3.283602361270964581e-02
1.706800000000000000e+04	nan	nan	-7.171402137574081626e-02	3.278344016981183523e-02
1.707200000000000000e+04	nan	nan	-7.132485315480104060e-02	3.284689570161763300e-02
1.707600000000000000e+04	nan	nan	-7.118702237134380550e-02	3.299688263407851707e-02
1.708000000000000000e+04	nan	nan	-7.091771492135316712e-02	3.296042601046513670e-02
1.708400000000000000e+04	nan	nan	-7.077908227009430120e-02	3.315118624988431378e-02
1.708800000000000000e+04	nan	nan	-7.054411378826844214e-02	3.310399489024438979e-02
1.709200000000000000e+04	nan	nan	-7.044826697331316168e-02	3.335582140787940464e-02
1.709600000000000000e+04	nan	nan	-7.018679001189072342e-02	3.324317786339488906e-02
1.710000000000000000e+04	nan	nan	-6.987283085661047388e-02	3.324499785690281789e-02
1.710400000000000000e+04	nan	nan	-6.951748815569008810e-02	3.327134944770987479e-02
1.710800000000000000e+04	nan	nan	-6.937934112417788735e-02	3.338773385360888080e-02
1.711200000000000000e+04	nan	nan	-6.889244441171452071e-02	3.348151608829903064e-02
1.711600000000000000e+04	nan	nan	-6.893671454571258239e-02	3.341130543844520601e-02
1.712000000000000000e+04	nan	nan	-6.862728577488497184e-02	3.346822327231670224e-02
1.712400000000000000e+04	nan	nan	-6.808914427264442515e-02	3.341437160659140038e-02
1.712800000000000000e+04	nan	nan	-6.785415947916968726e-02	3.340863214407804871e-02
1.713200000000000000e+04	nan	nan	-6.734191220187721316e-02	3.331691298942895257e-02
1.713600000000000000e+04	nan	nan	-6.715763069531036078e-02	3.342800548882322864e-02
1.714000000000000000e+04	nan	nan	-6.681832045752665594e-02	3.341037062250769296e-02
1.714400000000000000e+04	nan	nan	-6.642612966044288136e-02	3.354390943685665871e-02
1.714800000000000000e+04	nan	nan	-6.609241744118379835e-02	3.356242156355153383e-02
1.715200000000000000e+04	nan	nan	-6.588433701983878454e-02	3.362340461075147280e-02
1.715600000000000000e+04	nan	nan	-6.575139313085466564e-02	3.370714849844858724e-02
1.716000000000000000e+04	nan	nan	-6.518598298540176361e-02	3.365562851688723434e-02
1.716400000000000000e+04	nan	nan	-6.483540837008712476e-02	3.363369495972420159e-02
1.716800000000000000e+04	nan	nan	-6.444857228107787883e-02	3.363810563282532834e-02
1.717200000000000000e+04	nan	nan	-6.389958028606272655e-02	3.385474895342446833e-02
1.717600000000000000e+04	nan	nan	-6.358911076319373468e-02	3.380994444353390554e-02
1.718000000000000000e+04	nan	nan	-6.318852623373685806e-02	3.401902758885484712e-02
1.718400000000000000e+04	nan	nan	-6.286402441649713291e-02	3.398106971539834736e-02
1.718800000000000000e+04	nan	nan	-6.266526824432072651e-02	3.394145797968244754e-02
1.719200000000000000e+04	nan	nan	-6.208680527540323679e-02	3.407698887106087871e-02
1.719600000000000000e+04	nan	nan	-6.105282079663364170e-02	3.405792158684711052e-02
1.720000000000000000e+04	nan	nan	-6.052600604775770776e-02	3.412377142394788093e-02
1.720400000000000000e+04	nan	nan	-6.016354961014196145e-02	3.399673944859037816e-02
1.720800000000000000e+04	nan	nan	-5.949765556578636566e-02	3.399517721837848339e-02
1.721200000000000000e+04	nan	nan	-5.932264384771951393e-02	3.416420452020121901e-02
1.721600000000000000e+04	nan	nan	-5.865598257527813997e-02	3.412644380746880646e-02
1.722000000000000000e+04	nan	nan	-5.818178816110888135e-02	3.432141018276335664e-02
1.722400000000000000e+04	nan	nan	-5.779256921746263320e-02	3.414835138364510220e-02
